/wiki/Transcript:The_Boy_in_the_Iceberg
Sokka,"Man, sometimes I forget what a powerful bender that kid is."
Katara,"Wait, what did you just say?"
Sokka,"Nothing, just that Aang is one powerful bender."
Katara,I suppose he is.
Aang,"By the way, we kind of borrowed your book."
Wu,"So you messed with the clouds, did you?"
Wu,Very clever!
Sokka,"No offense, but I hope this taught everyone a lesson about not relying too much on fortune telling."
Calm man,"But Aunt Wu predicted the village wouldn't be destroyed and it wasn't. She was right, after all."
Sokka,I hate you.
Katara,"It's okay, Sokka. Everything's going to be all right."
Aang,Can I ask you something?
Wu,"Of course, honey."
Aang,"You didn't really see love in my fortune, did you? You just told me what I wanted to hear."
Wu,"I'll tell you a little secret, young airbender.  Just as you reshaped those clouds,  you have the power to shape your own destiny."
Katara,"Goodbye everyone! It was so nice to meet you!  Take care, Meng."
Meng,Take care!  Floozy.
/wiki/Transcript:Bato_of_the_Water_Tribe
Aang,"Hey, look!  A sword made out of a whale's tooth."
Sokka,Let me see that.
Sokka,This is a Water Tribe weapon.  See if you can find anything else.
Katara,Did someone lose something?
Aang,"No, we found something!"
Sokka,"It's burned.  There was a battle! Water Tribe warriors ambushed a group of firebenders.  The firebenders fought back, but the warriors drove them down this hill."
Aang,"So, then what happened?"
Sokka,I don't know. The trail ends here.
Katara,"Wait, look!"
Sokka,It's one of our boats!
Katara,Is this dad's boat?
Sokka,"No, but it's from his fleet.  Dad was here."
Iroh,"Aahh!  See Prince Zuko, a moment of quiet is good for your mental well-being."
Firebenders,Look out! Argh!
June,Get back! We're after a stowaway!
Zuko,There are no stowaways on my ship.
Zuko,He's paralyzed.
June,"Only temporarily.  The toxins will wear off in about an hour. But by then, he'll be in jail and I'll have my money."
Zuko,But how did you find him on my ship?
June,My shirshu can smell a rat a continent away.
Iroh,"Well, I'm impressed.  Very impressed."
Hakoda,Sokka.
Sokka,I'm coming with you.
Hakoda,"You're not old enough to go to war, Sokka, you know that."
Sokka,"I'm strong, I'm brave, I can fight! Please, Dad!"
Hakoda,"Being a man is knowing where you're needed the most. And for you right now, that's here, protecting your sister."
Sokka,I don't understand.
Hakoda,Someday you will.  I'm gonna miss you so much.
Sokka,Who's there?
Bato,Sokka?
Sokka,Bato?
Aang,Who the what now?
Katara,Bato!
Bato,Sokka! Katara! It is so good to see you two.  You've grown so much!
Aang,"Hi, I'm Aang."
Sokka,Where's Dad?
Katara,Is he here?
Bato,"No, he and the other warriors should be in the Eastern Earth Kingdom by now.  This is no place for a reunion. Let's get inside."
Bato,"After I was wounded, your father carried me to this abbey. The sisters have cared for me ever since. Superior,  these are Hakoda's children. They've been traveling with the Avatar. I found them by my boat."
Mother Superior,"Young Avatar, it gives me great joy to be in your presence. Welcome to our abbey."
Aang,"Thank you, it's truly an honor to be here. If there's anything-"
Sokka,"What smells so good, Bato?"
Bato,The sisters craft ointments and perfumes.
Sokka,"Perfume?  Maybe we can dump some on Appa, because he stinks so much.  Am I right?"
Bato,You have your father's wit.
Katara,"Bato, it looks like home!"
Sokka,"Everything's here, even the pelts!"
Aang,"Yeah, nothing's cozier than dead animal skins."
Katara,No way! Stewed sea prunes!
Bato,Help yourself!
Sokka,Dad could eat a whole barrel of these things!
Katara,"Bato, is it true that you and dad lassoed an arctic hippo?"
Bato,"It was your father's idea, he just dragged me along. Well, the hippo did the dragging!"
Aang,"Hey, I ride animals, too! There was this one time when I rode a giant eel and I-"
Sokka,"So, who was it that came up with the Great Blubber Fiasco?"
Bato,You knew about that?
Katara,Everyone does!
Aang,What's that story?
Sokka,"It's a long one Aang, some other time."
Katara,You and Dad had so many hilarious adventures.
Bato,"Not all of which were hilarious at the time, but everything's funny in hindsight.  Hey, Aang! Please put that down,  it's ceremonial and very fragile."
Sokka,Was it you or Dad that put an octopus on your head and convinced Gran-Gran you were a water spirit?
Bato,"Your dad wore the octopus,  but I did the spooky voice."
Zuko,"Out of my way!  Step aside, filth!"
Iroh,He means no offense! I'm certain you bathe regularly!
Zuko,I need to talk to you!
June,"Well, if it isn't my new friends: Angry Boy and Uncle Lazy."
Zuko,Your beast trashed my ship. You have to pay me back!
June,"Well, I'd love to help you out, but I'm a little short on money.  Drinks on me!"
Zuko,Money isn't what I had in mind.
Zuko,I need you to find someone.
June,"What happened, your girlfriend run off on you?"
Zuko,"It's not the girl I'm after, it's the bald monk she's traveling with."
June,Whatever you say.
Zuko,"If you find them, I'll consider the damage to my ship paid for."
June,"Heh, forget it."
Iroh,"Plus, we'll pay your weight in gold."
June,"Make it your  weight, and we gotta deal."
Iroh,You got it!
June,Get on!
Bato,There's something I should tell you kids. I'm expecting a message from your father.
Katara,Really?
Sokka,When?
Bato,"Any day now. Your father said he'd send a message when they found the rendezvous point. If you wait until the message arrives, you can come with me, and see your father again."
Sokka,It's been over two years since we've seen Dad. That would be so incredible! Katara!
Katara,"I do really miss him, it would be great to see Dad."
Bato,"It's been far too long, hasn't it?  I'm not sure when word will arrive, but when it does-"
Sokka,"It would be great, but we can't. We have to take Aang to the North Pole first."
Katara,"Even if we do have time to wait for the message, who knows how far we'd have to travel. We don't have time for a long detour."
Bato,"I'm sure your father would understand, and be proud that his children are helping the Avatar."
Aang,I can't believe they would leave me.
Messenger,I'm looking for Bato of the Water Tribe.
Aang,"Uhhh, I know Bato!"
Messenger,Make sure he gets this!
Aang,It's the map to Sokka and Katara's dad!
Aang,Hey everyone! Sorry I was gone so long.
Katara,"Hey, Aang, I didn't notice you left."
Aang,"Yup, but now I'm back.  Sure could go for some delicious sea prunes!"
Herbalist,"Out for a bit of fresh air, are we?"
Zuko,We're looking for someone.
Herbalist,"I hope it's not Miyuki  Miyuki, did you get in trouble with the Fire Nation, again?"
June,The Avatar's been through here. Let's keep moving.
Mother Superior,Aha! I caught you.  You should be ashamed of yourself ... Littering in the courtyard.
Aang,"I'm sorry, I'll take care of this."
Bato,This ship is sentimental to me. It was built by my father.
Sokka,Is this the boat he took you ice dodging in?
Bato,Yep! It's got the scar to prove it. Ha. How 'bout you Sokka? You must have some good stories from your first time ice dodging.
Katara,He never got to go. Dad left before he was old enough.
Bato,"Oh, I forgot you were too young."
Aang,What's ice dodging?
Bato,"It's a rite of passage for young Water Tribe members. When you turn fourteen, your dad takes you-  You know what, you're about to find out!"
Zuko,Why are we stopping?
June,Because the girl must have spent a lot of time here.
Zuko,We have no time for this!
Zuko,Hey! Watch it!
June,"Oh look, he likes you!"
Aunt Wu,"Care to hear your fortune, handsome?"
Iroh,"At my age, there's really only one big surprise left, and I'd just as soon leave it a mystery."
Bato,"Ice dodging is a ceremonial test of wisdom, bravery, and trust.  In our village, ice dodging was done by weaving a boat through a field of icebergs."
Sokka,How are we supposed to ice dodge without ice?
Bato,"You'll be dodging those.  Sokka, you steer and call the shots, lead wisely. Katara, you secure the main sail.  The winds can be brutal, so be brave. Aang, you control the jib. Without your steady hand, we all go down. Your position is about trust."
Aang,I know that. Why wouldn't I know that?  I'm the Avatar; I know about trust.
Bato,"For this is to be done right, I cannot help.  You pass or fail on your own."
Sokka,"Aang, ease up on the jib. Katara, steady.  Aang, less sail. Katara, give him room.  Aang, helm to lee. Helm to lee!"
Aang,What does that even mean?
Sokka,Great job!
Katara,There's no way through!
Sokka,We can make it.
Bato,"Sokka, you've already proven yourself. Maybe we should-"
Sokka,"Aang, I'm gonna need air in that sail.  Katara, I want you to bend as much water as you can between us and those rocks. Now!"
Bato,"The spirits of water bear witness to these marks. For Sokka, the Mark of the Wise.  The same mark your father earned. For Katara,  the Mark of the Brave. Your courage inspires us.  And for Aang, the Mark of the Trusted. You are now an honorary member of the Water Tribe."
Aang,I can't.
Katara,Of course you can!
Aang,"No, you can't trust me."
Katara,"Aang, what are you talking about?"
Aang,A messenger gave this to me for Bato.  You have to understand. I was afraid you would-
Sokka,"This is the map to our father! You had it the whole time? How could you?  Well, you can go to the North Pole on your own. I'm going to find Dad."
Bato,"Well, Sokka. I think you should-"
Sokka,"Katara, are you with me?"
Katara,I'm with you Sokka.
Katara,Good luck.
Aang,Okay. You too.
Aang,Guess I should be moving on.
Mother Superior,That would be best.
Aang,"I'm an idiot, Momo."
June,We're getting close.
Katara,That wolf sounds so sad.
Sokka,It's probably wounded.
Bato,"No, it's been separated from the pack. I understand that pain. It's how I felt when the Water Tribe warriors had to leave me behind. They were my family,  and being apart from them was more painful than my wounds."
Katara,Sokka?
Sokka,"We need to go back. I wanna see Dad, but, helping Aang is where we're needed the most."
Katara,You're right.
Bato,"Your father will understand, and I know he's proud of you."
Sokka,"Thanks, Bato."
Bato,I know where to go from here.  Take this in case you want to find us. I'll leave a message at the rendezvous point.
Aang,"Looks like we're going alone, guys."
Mother Superior,"Avatar, you must leave!"
Aang,"Okay, I get it. Everybody wants me gone."
Mother Superior,A group of people came to the abbey looking for you.
Aang,Who?
Mother Superior,"A fierce looking woman with a horrible monster, and a young man with a scar."
Aang,Zuko.
Mother Superior,The beast was using the scent of a necklace to follow you.
Aang,A necklace?  Katara!
June,"So this is your girlfriend.  No wonder she left, she's way too pretty for you."
Zuko,Where is he? Where is the Avatar?
Sokka,We split up. He's long gone.
Zuko,How stupid do you think I am?
Sokka,Pretty stupid.  Run!
Zuko,What are we supposed to do now?
June,It's seeking a different scent. Perhaps something that the Avatar held.
Zuko,What's it doing? It's just going in a circle.
Katara,Aang!
June,Up!
June,Come on! Get up!
Sokka,I'm ... starting to get some feeling back!  Ow.
Aang,You've got something I want.
Sokka,That thing sees with its nose. Let's give him something to look at.
Mother Superior,The perfume?
Iroh,June! No!
Zuko,Uncle? I didn't see you get hit with the tongue.
Iroh,Shhh.
Aang,So ... where do we go?
Katara,We're getting you to the North Pole.
Sokka,"Yeah, we've lost too much time as it is."
Aang,Don't you want to see your father?
Sokka,"Of course we do, Aang. But, you're our family, too. And right now, you need us more."
Katara,And we need you.
Aang,"I wish I could give you a little piece of home, Katara. Something to remind you ..."
Katara,I'll be okay.
Aang,"Still, just a little trinket. Maybe something like ...  this?"
Katara,"Aang, how'd you get that?"
Aang,Zuko asked me to be sure I got it to you.
Katara,"Aw, that's so sweet of Zuko. Could you give him a kiss for me when you see him?"
Aang,Sure.
Katara,"So, how long do you think it's been since someone was here?"
Sokka,Long enough for moss to grow on the hull.  About three months.
Katara,Oh.  So dad's probably long gone.
Sokka,I wonder why they left this boat? There's nothing wrong with it.
Aang,When was the last time you saw your dad?
Sokka,I don't want to talk about it.
Aang,Sorry.  I didn't mean to bring that up.
Katara,"It's okay Aang. Our dad left about two years ago, with all the other Water Tribe men."
Sokka,Maybe we should all get some sleep.
/wiki/Transcript:The_Deserter
Katara,This should give us a good idea of what's around here.
Sokka,"See if you can find a menu, I'm starving!"
Aang,"I bet we'll find something to eat here,  the Fire Day's Festival.  Fire Nation cultural exhibits, jugglers, benders, magicians ...  This would be a great place for me to study some real firebenders."
Sokka,You might wanna rethink that. Look at this.
Aang,"Hey, a poster of me!"
Sokka,A wanted poster! This is bad.
Katara,I think we better keep moving.
Aang,I have to learn firebending at some point and this could be my only chance to watch a master's up close.
Katara,I guess we could go check it out.
Sokka,"What? You wanna walk into a Fire Nation town where they're all fired-up with their ... you know, fire?"
Katara,"We'll wear disguises and if it looks like trouble, we'll leave."
Sokka,Yeah! Because we always leave before we get into trouble.
Aang,You guys stay out of sight here while we go to the festival.  Ready disguises!
Sokka,It's like you're a whole different person ...
Aang,Let's go.
Katara,I think we need some new disguises.
Sokka,Where are we gonna get masks like that?
Mask dealer,Get your genuine Fire Festival masks here!
Sokka,That was surprisingly easy.
Aang,"Hey, there's some food."
Sokka,Finally!  What do you have?
Shop keeper,Flaming fire flakes! Best in town.
Sokka,I'll take'em!
Sokka,Aaahhh! Hot! Hot!
Katara,"Flaming fire flakes, hot? What do you know?"
Aang,"Hey, look at this."
Puppet Fire Lord,Don't worry loyal citizens! No one can surprise the Fire Lord!
Fire Nation kids,Oh no! Look out!
Katara,"Aang, hold on! Where are we going?"
Aang,"I don't know, but there's a big crowd so it must be good."
Sokka,"Knowing the Fire Nation, it's probably an execution."
Aang,I gotta learn that trick!
Malu,Thank you! For my next trick I need a volunteer from the audience!
Aang,Oh! Oh! Me! Me!
Sokka,What do you think you're doing?
Aang,I want to get a closer look.
Katara,It's better that we don't attract any attention to ourselves.
Malu,"How about you, little lady?"
Katara,Uh.
Malu,"Awww, she's shy. Leeet's give her some encouragement, folks!"
Aang,Awww! That could've been me.
Malu,"This next trick is called Taming the Dragon.  You will be my captured princess! Don't worry, young maiden! I will tame this fiery beast! It's too strong, I can't hold it!"
Aang,We gotta help her!
Sokka,"No, we don't want to make a scene!"
Malu,"The rope, it's breaking!  Hey, you tryin' to upstage me, kid?"
Citizen,Hey! That kid's the Avatar!
Sokka,I think it's time to go.
Chey,Follow me! I can get you outta here!
Guard,There they are!
Guard,Over there!
Aang,I'm calling Appa.
Sokka,I hope he can really hear that bison whistle!
Chey,This way!  Okay! Not this way!
Aang,Appa! Down here!
Aang,Nice touch setting off the fireworks.
Sokka,You really know your explosives ...
Chey,I'm familiar.
Sokka,You're a Fire Nation Soldier!
Chey,Was. My name's Chey.
Chey,"I serve a man. More than a man really, he's a myth, but he's real, a living legend, Jeong Jeong the Deserter. He was a Fire Nation general, or wait, was he an admiral?"
Sokka,"He was very highly ranked, we get it."
Chey,"Yeah! Way up there! But he couldn't take the madness any more. He's the first person ever to leave the army - and live. I'm the second, but you don't get to be a legend for that. That's okay though. Jeong Jeong's a firebending genius. Some say he's mad - but he's not! He's enlightened."
Aang,You mean there's a firebender out here who's not with the Fire Lord?  We've gotta go see him! He can train me!
Sokka,We're not gonna go find some crazy firebender!
Chey,He's not crazy! He's a genius! And he's the perfect person to train the Avatar! That's why I followed you into the festival.
Sokka,"Look, thanks for the help, but we're leaving for the North Pole in the morning."
Aang,"Sokka, this could be my only chance to meet a firebending master who would actually be willing to teach me."
Katara,It can't hurt just to talk to him.
Sokka,That's what you said about going to the festival! Why doesn't anyone ever listen to me?
Lin Yee,Don't move!
Lin Yee,Jeong Jeong told you not to look for Avatar!
Sokka,"Hold on, you know these guys?"
Chey,"Oh yeh! Lin Yee's an old buddy! Right, Lin Yee?"
Lin Yee,Shut up! Keep moving.
Lin Yee,Go on. He sees you only.
Chey,"Oh that's okay, we can chat later."
Aang,Is that where Jeong Jeong is? I need to talk to him right away.
Lin Yee,No! You wait there.  Go now!
Chey,"Don't worry! Everything'll be fine. He's a great man, great man!"
Zhao,"So, the Avatar was here and you let him slip away?"
Guard captain,"Yes, sir, but other than that the festival went off without a hitch!  No fights. Theft was way down."
Zhao,I don't care about your local crime rates! Which way did they go?
Guard captain,"They headed into the forest, up the river I suspect."
Zhao,Ready the river boats. We're going after the Avatar.
Aang,What happened? Can I see Jeong Jeong now?
Chey,He won't see you. He's very angry that I brought you here. He wants you to leave immediately.
Sokka,Finally! Let's hit the road.
Aang,Why won't he see me?
Chey,He says you're not ready. Says you haven't mastered waterbending and earthbending yet.
Aang,"Wait, how does he know that?"
Chey,He saw the way you walked into camp. He could tell.
Aang,"I'm going in, anyway!"
Jeong Jeong,Get out.
Aang,"Master, I need to learn firebending."
Jeong Jeong,Only a fool seeks his own destruction.
Aang,"I'm the Avatar, it's my destiny to—"
Jeong Jeong,"Destiny? What would a boy know of destiny? If a fish lives its whole life in this river, does he know the river's destiny? No! Only that it runs on and on out of his control! He may follow where it flows, but he cannot see the end. He cannot imagine the ocean."
Aang,"Okay, but it's the Avatar's duty to master all of the bending disciplines."
Jeong Jeong,"To master the bending disciplines, you must first master discipline itself. But you have no interest in this, so I have no interest in you! Now, get out."
Aang,"Please, I have to learn. This could be my only chance."
Jeong Jeong,"Are you deaf? How can I teach you if you refuse to listen? Before learning firebending you must learn water and earth. Water is cool and soothing, earth is steady and stable, but fire, fire is alive! It breathes, it grows. Without the bender, a rock will not throw itself! But fire will spread and destroy everything in its path if one does not have the will to control it! That is its destiny! You are not ready! You are too weak!"
Roku,You think I am weak?
Jeong Jeong,"Avatar Roku! No, No! I did not mean that."
Roku,"I have mastered the elements a thousand times in a thousand lifetimes. Now, I must do it once again. You will teach the Avatar  firebending."
Jeong Jeong,"Yes, yes, I will teach you."
Aang,Really? That's great!
Jeong Jeong,"Widen your stance. Wider! Bend your knees. Now, concentrate.  Good, good!"
Aang,Wait! What do I do now?
Jeong Jeong,"Silence! Talking is not concentrating! Look at your friend, is she talking?  Even that oaf knows to concentrate on what he's doing!"
Sokka,Hey!
Aang,But what am I concentrating on?
Jeong Jeong,"Feel the heat of the sun. It is the greatest source of fire. Yet, it is in complete balance with nature!"
Aang,So when do I get to make some fire?
Jeong Jeong,Concentrate!
Aang,Are we coming up here so I don't burn anything with my fire blasts?
Jeong Jeong,No fire yet.
Aang,What?
Jeong Jeong,Power in firebending comes from the breath. That is why you must master proper breath control.
Aang,You brought me up here to breathe?
Jeong Jeong,Assume your stance.
Jeong Jeong,Wider.
Aang,You're not even look—
Jeong Jeong,"Wider! Now, inhale through the nose and exhale through the mouth - without talking. Good. Keep going."
Jeong Jeong,What are you doing here? I did not tell you to stop!
Aang,I've been breathing for hours!
Jeong Jeong,You want to stop breathing?
Aang,I want you to stop wasting my time! I already know how to squat and breathe and feel the sun!  I wanna know how to shoot fire out of my fingertips!
Jeong Jeong,"I had a pupil once who had no interest in learning discipline. He was only concerned with the power of fire - how he could use it to destroy his opponents and wipe out the obstacles in his path, but fire is a horrible burden to bear. Its nature is to consume and without control it destroys everything around it."
Jeong Jeong,"Learn restraint, or risk destroying yourself and everything you love."
Aang,"I thought about what you said, I promise I'll be more patient."
Jeong Jeong,We're going to work with fire now.
Aang,"Oh yeah!  I mean, let us begin."
Jeong Jeong,Concentrate on the fire. I want you to keep the flame from reaching the edges of the leaf for as long as you can.
Tribal man,Master! There is trouble.
Aang,What's going on?
Jeong Jeong,Concentrate on your leaf!
Aang,This is the worst firebending instruction ever! All he does is leave me for hours to concentrate or breathe!
Katara,I'm sure there's a good reason.
Aang,But I'm ready to do so much more.
Aang,I did it! I made fire!
Katara,"Aang, that's great, but you should take it slow."
Aang,Now that's some firebending!
Katara,"Aang, you'll hurt yourself!"
Aang,I wonder how that juggler did it.
Aang,Katara! I'm so sorry!
Sokka,"Katara, what's wrong?  What did you do!?"
Aang,I'm sorry! It was an accident!
Sokka,I told you we shouldn't mess around with this! Look what you did! You burned my sister!  You burned my sister!  This is all your fault!
Jeong Jeong,I know! Now pack your things. You must leave immediately.
Aang,"I'm sorry, I didn't ...  I'm sorry!"
Jeong Jeong,You have healing abilities. The great benders of the Water Tribe sometimes have this ability. I've always wished I were blessed like you - free from this burning curse.
Katara,But you're a great master. You have powers that I will never know.
Jeong Jeong,"Water brings healing and life. But fire brings only destruction and pain. It forces those of us burdened with its care to walk a razor's edge between humanity and savagery. Eventually, we are torn apart."
Jeong Jeong,Go get your friends and flee! Do not come back here or you will all be destroyed. Hurry!
Zhao,"Don't worry, men. My old teacher gave up fighting a long time ago.  Haven't you, Master Jeong Jeong?"
Sokka,Katara! Are you all right?
Katara,"I'm fine, we've got to get out of here. Where's Aang?"
Aang,Jeong Jeong tried to tell me that I wasn't ready. I wouldn't listen. I'm never going to firebend again.
Katara,You'll have to eventually.
Aang,"No, never again."
Katara,"It's okay, Aang. I'm healed."
Aang,What? How?
Katara,"I'll explain later. But right now, we have to get out here. Zhao and his soldiers are attacking!"
Aang,Where?
Katara,By the river. They captured Jeong Jeong.
Aang,I have to help him!
Zhao,Look at you. You were once so great. I can't believe my former master has become nothing more than a simple savage.
Jeong Jeong,"It is you who have embraced savagery, Zhao."
Zhao,"It's Admiral Zhao, now."
Jeong Jeong,That title will not help you against the Avatar. Do not try to fight him! You are no match!
Zhao,I think I can handle a child.
Jeong Jeong,I have never seen such raw power ...
Aang,Jeong Jeong!
Zhao,We'll see. Men! Take the deserter!
Zhao,It's a trick! He's run off into the woods. Find him!  Let's find out what my old master has taught you.
Aang,You were Jeong Jeong's student?
Zhao,Until I got bored.
Zhao,I see he taught you how to duck and run like a coward. But I doubt he showed you what a firebender is truly capable of!
Aang,Whoa! Wild shot!
Zhao,I'll show you wild!
Aang,No self-control ...
Zhao,"Stand and fight, Avatar!"
Aang,"Oh, were we fighting? I thought you were just getting warmed up!"
Zhao,I was ...
Aang,"Is that all you got? Man, they'll make anyone an admiral these days!   Ahoy!  I'm Admiral Zhao!  I don't know why, but I thought you'd be better than Zuko.  Sloppy. Very sloppy."
Zhao,"Nowhere to run now, you little smart mouth!"
Aang,You've lost this battle.
Zhao,Are you crazy? You haven't thrown a single blow!
Aang,"No, but you have.  Jeong Jeong said you had no restraint.  Have a nice walk home!"
Sokka,"Aang, come on! Let's go!"
Aang,Wait! Where's Jeong Jeong?
Sokka,He disappeared. They all did.
Chey,"Hey, where did everybody go?  Very funny guys"
Katara,"Aang, you're burned! Let me help you."
Aang,"Wow, that's good water."
Sokka,When did you learn that?
Katara,I guess I always knew.
Sokka,Oh ... Well then thanks for all the first aid over the years. Like when I fell into the greaseberry bramble.  Or that time I had two fishhooks in my thumb!
Aang,Two?
Katara,He tried to get the first fishhook out with another fishhook.
Sokka,"Oh, and the time that mink snake bit me! Thanks for healing that up. That was great. Really helpful."
/wiki/Transcript:The_Northern_Air_Temple
Storyteller,"So, travelers. The next time you think you hear a strange, large bird talking, take a closer look. It might not be a giant parrot, but a flying man. A member of a secret group of air walkers, who laugh at gravity, and laugh at those bound to the earth by it!"
Aang,Aren't airbender stories the greatest?
Katara,Was it realistic? Is that how it was back then?
Aang,I laugh at gravity all the time.  Gravity.
Storyteller,"Jingle, jingle!"
Sokka,Sorry ...
Storyteller,"Aww, cheapskates!"
Aang,Hey! Thanks for the story.
Storyteller,"Tell it to the cap, boy."
Storyteller,"Aww, much obliged, little bat-thing."
Aang,It means a lot to hear airbender stories. It must have been a hundred years ago your great grandpa met them.
Storyteller,"What are you prattling about, child? Great Grandpappy saw the air walkers last week."
Aang,"Hey, we're almost at the Northern Air Temple. This is where they had the championships for Sky Bison polo."
Katara,Do you think we'll really find airbenders?
Sokka,"You want me to be like you, or totally honest?"
Katara,Are you saying I'm a liar?
Sokka,"I'm saying you're an optimist. Same thing, basically."
Aang,"Hey, guys, look at this!"
Katara,They really are airbenders!
Aang,"No, they're not."
Sokka,What do you mean they're not? Those guys are flying!
Aang,"Gliding maybe, but not flying. You can tell by the way they move, they're not airbending. Those people have no spirit."
Katara,"I don't know, Aang. That kid seemed pretty spirited."
Sokka,"We better find some solid ground, before it finds us."
Colonists,Go Teo! Show that bald kid how it's done!
Teo,"Hey there, you're pretty good!"
Aang,"Yeah, I know. But I can do more than fancy gliding."
Teo,"Wow, I don't think I can do that. But here's a good one."
Teo,What do you think?
Aang,It's great.
Teo,"Hey, you're a real airbender. You must be the Avatar! That's amazing! I-I've heard stories about you!"
Aang,Thanks.
Sokka,Wow! This glider chair is incredible!
Teo,"You think this is good, wait until you see the other stuff my dad designed."
Sokka,Wow!
Teo,"Yeah, my dad is the mastermind behind this whole place. Everything's powered by hot air.  It even pumps hot air currents outside to give us a lift while we're gliding."
Aang,This place is unbelievable.
Teo,"Yeah, it's great, isn't it?"
Aang,"No, just unbelievable."
Katara,Aang used to come here a long time ago. I think he's a little shocked it's so ... different.
Sokka,So better!
Aang,This is supposed to be the history of my people.
Aang,Ugh!
Katara,I'm sure some parts of the temple are still the same.
Aang,It's nice to see that at least one part of the temple that isn't ruined.
Man,Look out!
Mechanist,What the doodle? Don't you know enough to stay away from construction sites? We have to make room for the bathhouse!
Aang,Do you know what you did!? You just destroyed something sacred! For a stupid bathhouse!
Mechanist,"Well, people around here are starting to stink."
Aang,This whole place stinks!
Aang,This is a sacred temple! You can't treat it this way!  I've seen it when the monks were here! I know what it's supposed to be like!
Mechanist,"The monks? But,  you're twelve."
Teo,"Dad, he's the Avatar. He used to come here a hundred years ago."
Aang,What are you doing? Who said you could be here?
Mechanist,"Hmm, doing here ... A long time ago,  but not a hundred years, my people became refugees  after a terrible flood. My infant son,  Teo, was badly hurt and lost his mother.  I needed somewhere to rebuild and I stumbled across this place. Couldn't believe it! Everywhere! Pictures of flying people! But empty,  nobody home. Then,  I came across these fan-like contraptions!"
Aang,Our gliders.
Mechanist,"Yes! Little, light flying machines!  They gave me an idea. Build a new life for my son, in the air! Then everyone will be on equal ground! So to speak. We're just in the process of improving upon what's already here.  And, after all, isn't that what nature does?"
Aang,Nature knows where to stop.
Mechanist,"I suppose that's true. Unfortunately, progress has a way of getting away from us. Look at the time!  Come!  The pulley system must be oiled before dark."
Sokka,"Wait, how can you tell the time from that thing? The notches all look the same."
Mechanist,The candle will tell us. Watch.
Sokka,You put spark powder in the candle!
Mechanist,"Four flashes. So it's exactly four hours past mid-day. Or, as I call it: four o'candle.  If you like that, wait till you see my finger-safe knife sharpener.  Only took me three tries to get it right."
Sokka,Aaah!
Mechanist,Follow me!
Teo,"Hey, Aang. I want to show you something."
Aang,I just can't get over it. There's not a single thing that's the same.
Teo,I don't know about that. The temple might be different  but the creatures that live here  are probably direct descendants of the ones who lived here a long time ago.
Katara,You're right. They're kind of keepers of the temple's origins.
Teo,"Besides, there's one part of the temple that hasn't changed at all."
Katara,"Hey, it's just like the one in the other temple!"
Teo,"Only an airbender can open it, so inside it's completely untouched. Just the way the monks left it. I've always wondered what it's like in there ..."
Katara,Aang?
Aang,I'm sorry. This is the last part of the temple that's the same as it was. I want it to stay that way.
Teo,I completely understand. I just wanted you to know that it's here.
Aang,Thanks.
Sokka,These lanterns are terrible. I can't see!  Why would you want to use fireflies for light?
Mechanist,Hey! Close that up! They'll get loose!  Fireflies are a non-flammable light source.
Mechanist,Cover your nose  and hold your breath.
Sokka,Okay ... so you brought me all the way down here to see an empty room.
Mechanist,"Wrong. It's filled to the brim with natural gas. Came across it my first time here. Unfortunately, I was carrying a torch at the time. Nearly blew my self and the whole place even more sky high! Thought my eyebrows would never grow back.  Anyway, there's a vital problem that needs solving. From time to time, we have gas leaks. And they're nearly impossible to find."
Sokka,"So, this place is an explosion waiting to happen."
Mechanist,"Yes, until I figure out how to locate something I can't see, hear, smell, or touch."
Teo,The wind will carry you. It supports something inside you. Something even lighter than air.  And that something takes over when you fly.
Katara,I've changed my mind. I think I was born without that something.
Teo,Impossible! Everybody has it!
Aang,Spirit.
Teo,What?
Aang,Spirit. That's the something you're talking about.
Teo,"Yeah, I suppose it is."
Teo,Are you ready?
Katara,No!  Aaaaah!  I can't believe I'm flying!
Aang,Just make sure you keep your mouth closed so you don't swallow a bug!
Katara,"Teo was right about the air. All I had to do was trust it, let it carry me."
Aang,"Even though Teo's not an airbender, he really does have the spirit of one!  I've been thinking. If you want to see what's in that room, I'd be happy to open the door for you."
Teo,Great!
Katara,"Wait!  How do I land this thing? What if I land over a-ack-ack-bleck! Bug! Bug! Ack, that was a bug!"
Mechanist,"I said don't touch anything!  Oh, don't worry. That experiment's old,  and that egg was just part of last week's lunch."
Sokka,Ugh! Week old egg smell!
Mechanist,"Quick, find that egg!"
Teo,I can't believe I'm finally going to see what's inside!
Sokka,How can something so small that you can't even see it make such a big stink!?
Mechanist,That's the solution to our problem!
Sokka,Yeah ...  if we put a whole mess of rotten eggs in the cellar where the gas seeps up ...
Mechanist,... The gas will mix with the smell of rotten eggs!
Sokka,"Then, if there's a leak ..."
Mechanist,"... You smell rotten eggs! Then, you just follow your nose to the place where the smell is coming from ..."
Sokka,And plug up the hole where the gas is escaping!
Both,You're a genius!
Mechanist,Something's wrong.  I've go to go!
Aang,This is a nightmare.
Mechanist,You don't understand!
Aang,You're making weapons for the Fire Nation!
Sokka,You make weapons for the Fire Nation?!
Teo,Explain all this! Now!
